MSFT (MICROSOFT CORP),46.26,-1.07,
Aug 11 2015 @ 11:59 ET,Bid,46.25,Ask,46.26,Size,38x6,Vol,8739000,
Calls,Last Sale,Net,Bid,Ask,Vol,Open Int,Puts,Last Sale,Net,Bid,Ask,Vol,Open Int,
15 Aug 46.50 (MSFT1528H46.5-X),1.15,0.0,0.58,0.61,0,1333,15 Aug 46.50 (MSFT1528T46.5-X),0.84,-0.29,1.09,1.14,2,1235,
15 Aug 46.50 (MSFT1528H46.5-Y),1.91,0.0,0.58,0.61,0,1333,15 Aug 46.50 (MSFT1528T46.5-Y),0.60,0.0,1.09,1.14,0,1235,
15 Aug 47.00 (MSFT1528H47),0.41,-0.44,0.40,0.42,347,1113,15 Aug 47.00 (MSFT1528T47),1.29,+0.47,1.41,1.47,57,558,
15 Aug 47.00 (MSFT1528H47-4),0.43,-0.40,0.39,0.42,46,1113,15 Aug 47.00 (MSFT1528T47-4),1.29,+0.47,1.41,1.47,2,558,
15 Aug 47.00 (MSFT1528H47-8),0.86,0.0,0.40,0.42,0,1113,15 Aug 47.00 (MSFT1528T47-8),1.31,0.0,1.41,1.47,0,558,
15 Aug 47.00 (MSFT1528H47-A),0.56,-0.28,0.40,0.42,14,1113,15 Aug 47.00 (MSFT1528T47-A),0.86,0.0,1.41,1.47,0,558,
15 Aug 47.00 (MSFT1528H47-B),0.43,-0.38,0.39,0.42,2,1113,15 Aug 47.00 (MSFT1528T47-B),1.13,+0.31,1.41,1.47,1,558,
15 Aug 47.00 (MSFT1528H47-E),0.45,-0.39,0.40,0.42,16,1113,15 Aug 47.00 (MSFT1528T47-E),0.82,0.0,1.41,1.47,0,558,
15 Aug 47.00 (MSFT1528H47-I),0.42,-0.43,0.40,0.42,94,1113,15 Aug 47.00 (MSFT1528T47-I),1.15,+0.33,1.41,1.47,48,558,
15 Aug 47.00 (MSFT1528H47-J),0.0,0.0,0.40,0.42,0,1113,15 Aug 47.00 (MSFT1528T47-J),1.37,0.0,1.41,1.47,0,558,
15 Aug 47.00 (MSFT1528H47-O),0.45,-0.40,0.40,0.42,170,1113,15 Aug 47.00 (MSFT1528T47-O),1.15,+0.33,1.41,1.47,6,558,
15 Aug 47.00 (MSFT1528H47-P),0.41,-0.46,0.40,0.42,5,1113,15 Aug 47.00 (MSFT1528T47-P),0.82,0.0,1.41,1.47,0,558,
15 Aug 47.00 (MSFT1528H47-S),0.68,0.0,0.40,0.42,0,1113,15 Aug 47.00 (MSFT1528T47-S),0.82,0.0,1.41,1.47,0,558,
15 Aug 47.00 (MSFT1528H47-X),0.83,0.0,0.40,0.42,0,1113,15 Aug 47.00 (MSFT1528T47-X),0.63,0.0,1.41,1.47,0,558,
15 Aug 47.00 (MSFT1528H47-Y),0.82,0.0,0.40,0.42,0,1113,15 Aug 47.00 (MSFT1528T47-Y),0.81,0.0,1.41,1.47,0,558,
15 Aug 47.50 (MSFT1528H47.5),0.56,0.0,0.26,0.28,0,1161,15 Aug 47.50 (MSFT1528T47.5),1.57,+0.50,1.78,1.83,115,268,
15 Aug 47.50 (MSFT1528H47.5-4),0.62,0.0,0.26,0.28,0,1161,15 Aug 47.50 (MSFT1528T47.5-4),1.52,+0.52,1.78,1.83,100,268,
15 Aug 47.50 (MSFT1528H47.5-8),0.62,0.0,0.26,0.28,0,1161,15 Aug 47.50 (MSFT1528T47.5-8),1.65,0.0,1.78,1.83,0,268,
15 Aug 47.50 (MSFT1528H47.5-A),1.24,0.0,0.26,0.28,0,1161,15 Aug 47.50 (MSFT1528T47.5-A),1.66,0.0,1.78,1.83,0,268,
15 Aug 47.50 (MSFT1528H47.5-B),1.24,0.0,0.26,0.28,0,1161,15 Aug 47.50 (MSFT1528T47.5-B),0.75,0.0,1.78,1.83,0,268,
15 Aug 47.50 (MSFT1528H47.5-E),0.56,0.0,0.26,0.28,0,1161,15 Aug 47.50 (MSFT1528T47.5-E),1.57,+0.50,1.78,1.83,15,268,
15 Aug 47.50 (MSFT1528H47.5-I),0.59,0.0,0.26,0.28,0,1161,15 Aug 47.50 (MSFT1528T47.5-I),1.65,0.0,1.78,1.83,0,268,
15 Aug 47.50 (MSFT1528H47.5-J),0.64,0.0,0.26,0.28,0,1161,15 Aug 47.50 (MSFT1528T47.5-J),0.0,0.0,1.78,1.83,0,268,
15 Aug 47.50 (MSFT1528H47.5-O),0.59,0.0,0.26,0.28,0,1161,15 Aug 47.50 (MSFT1528T47.5-O),1.05,0.0,1.78,1.83,0,268,
15 Aug 47.50 (MSFT1528H47.5-P),0.62,0.0,0.26,0.28,0,1161,15 Aug 47.50 (MSFT1528T47.5-P),1.04,0.0,1.78,1.83,0,268,
15 Aug 47.50 (MSFT1528H47.5-S),0.65,0.0,0.26,0.28,0,1161,15 Aug 47.50 (MSFT1528T47.5-S),2.25,0.0,1.78,1.83,0,268,
15 Aug 47.50 (MSFT1528H47.5-X),0.45,0.0,0.26,0.28,0,1161,15 Aug 47.50 (MSFT1528T47.5-X),2.39,0.0,1.78,1.83,0,268,
15 Aug 47.50 (MSFT1528H47.5-Y),0.63,0.0,0.26,0.28,0,1161,15 Aug 47.50 (MSFT1528T47.5-Y),1.09,0.0,1.78,1.83,0,268,
15 Aug 48.00 (MSFT1528H48),0.38,0.0,0.17,0.18,0,9289,15 Aug 48.00 (MSFT1528T48),1.35,0.0,2.14,2.24,0,211,
15 Aug 48.00 (MSFT1528H48-4),0.41,0.0,0.17,0.18,0,9289,15 Aug 48.00 (MSFT1528T48-4),0.91,0.0,2.14,2.24,0,211,
15 Aug 48.00 (MSFT1528H48-8),0.32,0.0,0.17,0.18,0,9289,15 Aug 48.00 (MSFT1528T48-8),1.78,0.0,2.14,2.24,0,211,
15 Aug 48.00 (MSFT1528H48-A),0.40,0.0,0.16,0.19,0,9289,15 Aug 48.00 (MSFT1528T48-A),1.79,0.0,2.14,2.24,0,211,
15 Aug 48.00 (MSFT1528H48-B),0.38,0.0,0.16,0.18,0,9289,15 Aug 48.00 (MSFT1528T48-B),1.00,0.0,2.14,2.24,0,211,
15 Aug 48.00 (MSFT1528H48-E),0.39,0.0,0.16,0.18,0,9289,15 Aug 48.00 (MSFT1528T48-E),1.35,0.0,2.14,2.24,0,211,
15 Aug 48.00 (MSFT1528H48-I),0.38,0.0,0.17,0.18,0,9289,15 Aug 48.00 (MSFT1528T48-I),1.75,0.0,2.14,2.24,0,211,
15 Aug 48.00 (MSFT1528H48-J),0.29,0.0,0.16,0.18,0,9289,15 Aug 48.00 (MSFT1528T48-J),0.0,0.0,2.14,2.24,0,211,
15 Aug 48.00 (MSFT1528H48-O),0.30,0.0,0.17,0.18,0,9289,15 Aug 48.00 (MSFT1528T48-O),1.35,0.0,2.14,2.24,0,211,
15 Aug 48.00 (MSFT1528H48-P),0.40,0.0,0.17,0.18,0,9289,15 Aug 48.00 (MSFT1528T48-P),1.43,0.0,2.14,2.24,0,211,
15 Aug 48.00 (MSFT1528H48-S),0.74,0.0,0.17,0.18,0,9289,15 Aug 48.00 (MSFT1528T48-S),0.0,0.0,2.14,2.24,0,211,
15 Aug 48.00 (MSFT1528H48-X),0.27,0.0,0.16,0.18,0,9289,15 Aug 48.00 (MSFT1528T48-X),2.03,0.0,2.14,2.24,0,211,
15 Aug 48.00 (MSFT1528H48-Y),0.60,0.0,0.17,0.18,0,9289,15 Aug 48.00 (MSFT1528T48-Y),1.43,0.0,2.14,2.24,0,211,
15 Aug 48.50 (MSFT1528H48.5),0.12,-0.13,0.12,0.14,21,959,15 Aug 48.50 (MSFT1528T48.5),2.13,+0.33,2.54,2.69,13,38,
15 Aug 48.50 (MSFT1528H48.5-4),0.18,0.0,0.10,0.14,0,959,15 Aug 48.50 (MSFT1528T48.5-4),0.0,0.0,2.54,2.69,0,38,
15 Aug 48.50 (MSFT1528H48.5-8),0.44,0.0,0.10,0.12,0,959,15 Aug 48.50 (MSFT1528T48.5-8),1.73,0.0,2.54,2.69,0,38,
15 Aug 48.50 (MSFT1528H48.5-A),0.18,0.0,0.10,0.13,0,959,15 Aug 48.50 (MSFT1528T48.5-A),2.13,+0.29,2.54,2.69,7,38,
15 Aug 48.50 (MSFT1528H48.5-B),0.26,0.0,0.10,0.12,0,959,15 Aug 48.50 (MSFT1528T48.5-B),0.0,0.0,2.54,2.69,0,38,
15 Aug 48.50 (MSFT1528H48.5-E),0.25,0.0,0.11,0.14,0,959,15 Aug 48.50 (MSFT1528T48.5-E),2.13,+0.36,2.54,2.69,5,38,
15 Aug 48.50 (MSFT1528H48.5-I),0.12,-0.15,0.12,0.14,21,959,15 Aug 48.50 (MSFT1528T48.5-I),2.13,+0.45,2.54,2.69,1,38,
15 Aug 48.50 (MSFT1528H48.5-J),0.24,0.0,0.10,0.14,0,959,15 Aug 48.50 (MSFT1528T48.5-J),0.0,0.0,2.54,2.69,0,38,
15 Aug 48.50 (MSFT1528H48.5-O),0.55,0.0,0.11,0.14,0,959,15 Aug 48.50 (MSFT1528T48.5-O),1.70,0.0,2.54,2.69,0,38,
15 Aug 48.50 (MSFT1528H48.5-P),0.27,0.0,0.11,0.14,0,959,15 Aug 48.50 (MSFT1528T48.5-P),1.68,0.0,2.54,2.69,0,38,
15 Aug 48.50 (MSFT1528H48.5-S),0.53,0.0,0.11,0.14,0,959,15 Aug 48.50 (MSFT1528T48.5-S),0.0,0.0,2.54,2.69,0,38,
15 Aug 48.50 (MSFT1528H48.5-X),0.27,0.0,0.10,0.14,0,959,15 Aug 48.50 (MSFT1528T48.5-X),2.43,0.0,2.54,2.69,0,38,
15 Aug 48.50 (MSFT1528H48.5-Y),0.79,0.0,0.10,0.12,0,959,15 Aug 48.50 (MSFT1528T48.5-Y),1.80,0.0,2.54,2.69,0,38,
15 Aug 49.00 (MSFT1528H49),0.08,-0.08,0.06,0.10,111,1185,15 Aug 49.00 (MSFT1528T49),2.61,+0.52,2.92,3.15,9,96,
15 Aug 49.00 (MSFT1528H49-4),0.08,-0.19,0.06,0.10,108,1185,15 Aug 49.00 (MSFT1528T49-4),0.0,0.0,2.92,3.15,0,96,
15 Aug 49.00 (MSFT1528H49-8),0.36,0.0,0.06,0.10,0,1185,15 Aug 49.00 (MSFT1528T49-8),2.75,0.0,2.92,3.15,4,96,
15 Aug 49.00 (MSFT1528H49-A),0.36,0.0,0.06,0.10,0,1185,15 Aug 49.00 (MSFT1528T49-A),2.13,0.0,2.92,3.15,0,96,
15 Aug 49.00 (MSFT1528H49-B),0.21,0.0,0.06,0.10,0,1185,15 Aug 49.00 (MSFT1528T49-B),2.93,0.0,2.92,3.15,0,96,
15 Aug 49.00 (MSFT1528H49-E),0.08,-0.04,0.06,0.10,3,1185,15 Aug 49.00 (MSFT1528T49-E),1.66,0.0,2.92,3.15,0,96,
15 Aug 49.00 (MSFT1528H49-I),0.16,0.0,0.06,0.10,0,1185,15 Aug 49.00 (MSFT1528T49-I),3.15,0.0,2.92,3.15,0,96,
15 Aug 49.00 (MSFT1528H49-J),0.36,0.0,0.06,0.10,0,1185,15 Aug 49.00 (MSFT1528T49-J),1.43,0.0,2.92,3.15,0,96,
15 Aug 49.00 (MSFT1528H49-O),0.20,0.0,0.06,0.10,0,1185,15 Aug 49.00 (MSFT1528T49-O),2.91,0.0,2.92,3.15,0,96,
15 Aug 49.00 (MSFT1528H49-P),0.15,0.0,0.06,0.10,0,1185,15 Aug 49.00 (MSFT1528T49-P),2.61,+0.52,2.92,3.15,5,96,
15 Aug 49.00 (MSFT1528H49-S),0.14,0.0,0.06,0.10,0,1185,15 Aug 49.00 (MSFT1528T49-S),0.0,0.0,2.92,3.15,0,96,
15 Aug 49.00 (MSFT1528H49-X),0.11,0.0,0.06,0.10,0,1185,15 Aug 49.00 (MSFT1528T49-X),0.0,0.0,2.92,3.15,0,96,
15 Aug 49.00 (MSFT1528H49-Y),0.36,0.0,0.06,0.10,0,1185,15 Aug 49.00 (MSFT1528T49-Y),2.09,0.0,2.92,3.15,0,96,
15 Aug 49.50 (MSFT1528H49.5),0.10,0.0,0.04,0.08,0,42,15 Aug 49.50 (MSFT1528T49.5),3.60,0.0,2.90,3.65,0,53,
15 Aug 49.50 (MSFT1528H49.5-4),0.21,0.0,0.03,0.08,0,42,15 Aug 49.50 (MSFT1528T49.5-4),0.0,0.0,2.90,3.65,0,53,
15 Aug 49.50 (MSFT1528H49.5-8),0.21,0.0,0.04,0.08,0,42,15 Aug 49.50 (MSFT1528T49.5-8),0.0,0.0,2.90,3.65,0,53,
15 Aug 49.50 (MSFT1528H49.5-A),0.0,0.0,0.03,0.08,0,42,15 Aug 49.50 (MSFT1528T49.5-A),0.0,0.0,0.0,0.0,0,53,
15 Aug 49.50 (MSFT1528H49.5-B),0.48,0.0,0.03,0.08,0,42,15 Aug 49.50 (MSFT1528T49.5-B),0.0,0.0,2.90,3.60,0,53,
15 Aug 49.50 (MSFT1528H49.5-E),0.10,0.0,0.03,0.08,0,42,15 Aug 49.50 (MSFT1528T49.5-E),0.0,0.0,2.90,3.65,0,53,
15 Aug 49.50 (MSFT1528H49.5-I),0.0,0.0,0.04,0.08,0,42,15 Aug 49.50 (MSFT1528T49.5-I),3.61,0.0,2.90,3.65,0,53,
15 Aug 49.50 (MSFT1528H49.5-J),0.0,0.0,0.03,0.08,0,42,15 Aug 49.50 (MSFT1528T49.5-J),0.0,0.0,2.90,3.60,0,53,
15 Aug 49.50 (MSFT1528H49.5-O),0.0,0.0,0.04,0.08,0,42,15 Aug 49.50 (MSFT1528T49.5-O),3.60,0.0,2.90,3.60,0,53,
15 Aug 49.50 (MSFT1528H49.5-P),0.50,0.0,0.04,0.08,0,42,15 Aug 49.50 (MSFT1528T49.5-P),3.60,0.0,0.0,0.0,0,53,
15 Aug 49.50 (MSFT1528H49.5-S),0.0,0.0,0.04,0.08,0,42,15 Aug 49.50 (MSFT1528T49.5-S),0.0,0.0,2.90,3.65,0,53,
15 Aug 49.50 (MSFT1528H49.5-X),0.09,0.0,0.04,0.08,0,42,15 Aug 49.50 (MSFT1528T49.5-X),3.55,0.0,2.90,3.65,0,53,
15 Aug 49.50 (MSFT1528H49.5-Y),0.10,0.0,0.04,0.08,0,42,15 Aug 49.50 (MSFT1528T49.5-Y),0.0,0.0,2.90,3.60,0,53,
15 Aug 50.00 (MSFT1528H50),0.08,0.0,0.02,0.05,0,949,15 Aug 50.00 (MSFT1528T50),0.0,0.0,3.35,4.10,0,0,
15 Aug 50.00 (MSFT1528H50-4),0.10,0.0,0.02,0.05,0,949,15 Aug 50.00 (MSFT1528T50-4),0.0,0.0,3.35,4.10,0,0,
15 Aug 50.00 (MSFT1528H50-8),0.09,0.0,0.02,0.05,0,949,15 Aug 50.00 (MSFT1528T50-8),0.0,0.0,3.35,4.10,0,0,
15 Aug 50.00 (MSFT1528H50-A),0.10,0.0,0.02,0.05,0,949,15 Aug 50.00 (MSFT1528T50-A),0.0,0.0,0.0,0.0,0,0,
15 Aug 50.00 (MSFT1528H50-B),0.0,0.0,0.02,0.05,0,949,15 Aug 50.00 (MSFT1528T50-B),0.0,0.0,3.35,4.10,0,0,
15 Aug 50.00 (MSFT1528H50-E),0.14,0.0,0.02,0.05,0,949,15 Aug 50.00 (MSFT1528T50-E),0.0,0.0,3.35,4.10,0,0,
15 Aug 50.00 (MSFT1528H50-I),0.10,0.0,0.02,0.05,0,949,15 Aug 50.00 (MSFT1528T50-I),0.0,0.0,3.35,4.10,0,0,
15 Aug 50.00 (MSFT1528H50-J),0.0,0.0,0.02,0.05,0,949,15 Aug 50.00 (MSFT1528T50-J),0.0,0.0,3.35,4.10,0,0,
15 Aug 50.00 (MSFT1528H50-O),0.45,0.0,0.02,0.05,0,949,15 Aug 50.00 (MSFT1528T50-O),0.0,0.0,3.35,4.10,0,0,
15 Aug 50.00 (MSFT1528H50-P),0.07,0.0,0.02,0.05,0,949,15 Aug 50.00 (MSFT1528T50-P),0.0,0.0,0.0,0.0,0,0,
15 Aug 50.00 (MSFT1528H50-S),0.09,0.0,0.02,0.05,0,949,15 Aug 50.00 (MSFT1528T50-S),0.0,0.0,3.35,4.10,0,0,
15 Aug 50.00 (MSFT1528H50-X),0.08,0.0,0.02,0.05,0,949,15 Aug 50.00 (MSFT1528T50-X),0.0,0.0,3.35,4.10,0,0,
15 Aug 50.00 (MSFT1528H50-Y),0.09,0.0,0.02,0.05,0,949,15 Aug 50.00 (MSFT1528T50-Y),0.0,0.0,3.35,4.10,0,0,
15 Aug 50.50 (MSFT1528H50.5),0.03,-0.04,0.01,0.04,8,480,15 Aug 50.50 (MSFT1528T50.5),4.36,0.0,3.85,4.60,0,119,
15 Aug 50.50 (MSFT1528H50.5-4),0.40,0.0,0.01,0.04,0,480,15 Aug 50.50 (MSFT1528T50.5-4),4.45,0.0,3.85,4.60,0,119,
15 Aug 50.50 (MSFT1528H50.5-8),0.07,0.0,0.01,0.04,0,480,15 Aug 50.50 (MSFT1528T50.5-8),0.0,0.0,3.85,4.60,0,119,
15 Aug 50.50 (MSFT1528H50.5-A),0.40,0.0,0.01,0.04,0,480,15 Aug 50.50 (MSFT1528T50.5-A),0.0,0.0,0.0,0.0,0,119,
15 Aug 50.50 (MSFT1528H50.5-B),0.34,0.0,0.01,0.04,0,480,15 Aug 50.50 (MSFT1528T50.5-B),4.45,0.0,3.85,4.60,0,119,
15 Aug 50.50 (MSFT1528H50.5-E),0.23,0.0,0.01,0.04,0,480,15 Aug 50.50 (MSFT1528T50.5-E),0.0,0.0,3.85,4.60,0,119,
15 Aug 50.50 (MSFT1528H50.5-I),0.40,0.0,0.01,0.04,0,480,15 Aug 50.50 (MSFT1528T50.5-I),4.36,0.0,3.85,4.60,0,119,
15 Aug 50.50 (MSFT1528H50.5-J),0.0,0.0,0.01,0.04,0,480,15 Aug 50.50 (MSFT1528T50.5-J),0.0,0.0,3.85,4.60,0,119,
15 Aug 50.50 (MSFT1528H50.5-O),0.40,0.0,0.01,0.04,0,480,15 Aug 50.50 (MSFT1528T50.5-O),4.45,0.0,3.85,4.60,0,119,
15 Aug 50.50 (MSFT1528H50.5-P),0.40,0.0,0.01,0.04,0,480,15 Aug 50.50 (MSFT1528T50.5-P),4.25,0.0,0.0,0.0,0,119,
15 Aug 50.50 (MSFT1528H50.5-S),0.05,0.0,0.01,0.04,0,480,15 Aug 50.50 (MSFT1528T50.5-S),4.50,0.0,3.85,4.60,0,119,
15 Aug 50.50 (MSFT1528H50.5-X),0.03,-0.34,0.01,0.04,8,480,15 Aug 50.50 (MSFT1528T50.5-X),0.0,0.0,3.85,4.60,0,119,
15 Aug 50.50 (MSFT1528H50.5-Y),0.0,0.0,0.01,0.04,0,480,15 Aug 50.50 (MSFT1528T50.5-Y),4.50,0.0,3.85,4.60,0,119,
15 Aug 51.00 (MSFT1528H51),0.08,0.0,0.0,0.03,0,10,15 Aug 51.00 (MSFT1528T51),4.75,+0.30,4.35,5.10,2,49,
15 Aug 51.00 (MSFT1528H51-4),0.0,0.0,0.0,0.03,0,10,15 Aug 51.00 (MSFT1528T51-4),0.0,0.0,4.35,5.10,0,49,
15 Aug 51.00 (MSFT1528H51-8),0.07,0.0,0.0,0.03,0,10,15 Aug 51.00 (MSFT1528T51-8),0.0,0.0,4.35,5.10,0,49,
15 Aug 51.00 (MSFT1528H51-A),0.0,0.0,0.0,0.03,0,10,15 Aug 51.00 (MSFT1528T51-A),0.0,0.0,4.35,5.10,0,49,
15 Aug 51.00 (MSFT1528H51-B),0.0,0.0,0.0,0.03,0,10,15 Aug 51.00 (MSFT1528T51-B),0.0,0.0,4.35,5.10,0,49,
15 Aug 51.00 (MSFT1528H51-E),0.0,0.0,0.0,0.03,0,10,15 Aug 51.00 (MSFT1528T51-E),4.45,0.0,4.35,5.10,0,49,
15 Aug 51.00 (MSFT1528H51-I),0.0,0.0,0.0,0.03,0,10,15 Aug 51.00 (MSFT1528T51-I),0.0,0.0,4.35,5.10,0,49,
15 Aug 51.00 (MSFT1528H51-J),0.0,0.0,0.0,0.03,0,10,15 Aug 51.00 (MSFT1528T51-J),0.0,0.0,4.35,5.10,0,49,
15 Aug 51.00 (MSFT1528H51-O),0.0,0.0,0.0,0.03,0,10,15 Aug 51.00 (MSFT1528T51-O),4.75,0.0,4.35,5.10,2,49,
15 Aug 51.00 (MSFT1528H51-P),0.0,0.0,0.0,0.03,0,10,15 Aug 51.00 (MSFT1528T51-P),0.0,0.0,4.35,5.10,0,49,
15 Aug 51.00 (MSFT1528H51-S),0.0,0.0,0.0,0.03,0,10,15 Aug 51.00 (MSFT1528T51-S),0.0,0.0,4.35,5.10,0,49,
15 Aug 51.00 (MSFT1528H51-X),0.08,0.0,0.0,0.03,0,10,15 Aug 51.00 (MSFT1528T51-X),0.0,0.0,4.35,5.10,0,49,
15 Aug 51.00 (MSFT1528H51-Y),0.0,0.0,0.0,0.03,0,10,15 Aug 51.00 (MSFT1528T51-Y),0.0,0.0,4.35,5.10,0,49,
15 Aug 51.50 (MSFT1528H51.5),0.0,0.0,0.0,0.03,0,0,15 Aug 51.50 (MSFT1528T51.5),4.90,0.0,4.85,5.60,0,20,
15 Aug 51.50 (MSFT1528H51.5-4),0.0,0.0,0.0,0.03,0,0,15 Aug 51.50 (MSFT1528T51.5-4),0.0,0.0,4.85,5.60,0,20,
15 Aug 51.50 (MSFT1528H51.5-8),0.0,0.0,0.0,0.03,0,0,15 Aug 51.50 (MSFT1528T51.5-8),0.0,0.0,4.85,5.60,0,20,
15 Aug 51.50 (MSFT1528H51.5-A),0.0,0.0,0.0,0.0,0,0,15 Aug 51.50 (MSFT1528T51.5-A),0.0,0.0,4.85,5.60,0,20,
15 Aug 51.50 (MSFT1528H51.5-B),0.0,0.0,0.0,0.03,0,0,15 Aug 51.50 (MSFT1528T51.5-B),0.0,0.0,4.85,5.60,0,20,
15 Aug 51.50 (MSFT1528H51.5-E),0.0,0.0,0.0,0.03,0,0,15 Aug 51.50 (MSFT1528T51.5-E),0.0,0.0,4.85,5.60,0,20,
15 Aug 51.50 (MSFT1528H51.5-I),0.0,0.0,0.0,0.03,0,0,15 Aug 51.50 (MSFT1528T51.5-I),0.0,0.0,4.85,5.60,0,20,
15 Aug 51.50 (MSFT1528H51.5-J),0.0,0.0,0.0,0.03,0,0,15 Aug 51.50 (MSFT1528T51.5-J),0.0,0.0,4.85,5.55,0,20,
15 Aug 51.50 (MSFT1528H51.5-O),0.0,0.0,0.0,0.03,0,0,15 Aug 51.50 (MSFT1528T51.5-O),4.90,0.0,4.85,5.55,0,20,
15 Aug 51.50 (MSFT1528H51.5-P),0.0,0.0,0.0,0.0,0,0,15 Aug 51.50 (MSFT1528T51.5-P),0.0,0.0,4.85,5.60,0,20,
15 Aug 51.50 (MSFT1528H51.5-S),0.0,0.0,0.0,0.03,0,0,15 Aug 51.50 (MSFT1528T51.5-S),0.0,0.0,4.85,5.60,0,20,
15 Aug 51.50 (MSFT1528H51.5-X),0.0,0.0,0.0,0.03,0,0,15 Aug 51.50 (MSFT1528T51.5-X),0.0,0.0,4.85,5.60,0,20,
15 Aug 51.50 (MSFT1528H51.5-Y),0.0,0.0,0.0,0.03,0,0,15 Aug 51.50 (MSFT1528T51.5-Y),0.0,0.0,4.85,5.55,0,20,
15 Aug 52.00 (MSFT1528H52),0.02,0.0,0.01,0.03,0,546,15 Aug 52.00 (MSFT1528T52),0.0,0.0,5.80,6.10,0,0,
15 Aug 52.00 (MSFT1528H52-4),0.11,0.0,0.0,0.03,0,546,15 Aug 52.00 (MSFT1528T52-4),0.0,0.0,5.80,6.10,0,0,
15 Aug 52.00 (MSFT1528H52-8),0.02,0.0,0.0,0.03,0,546,15 Aug 52.00 (MSFT1528T52-8),0.0,0.0,5.80,6.10,0,0,
15 Aug 52.00 (MSFT1528H52-A),0.11,0.0,0.0,0.03,0,546,15 Aug 52.00 (MSFT1528T52-A),0.0,0.0,0.0,0.0,0,0,
15 Aug 52.00 (MSFT1528H52-B),0.04,0.0,0.0,0.03,0,546,15 Aug 52.00 (MSFT1528T52-B),0.0,0.0,5.80,6.10,0,0,
15 Aug 52.00 (MSFT1528H52-E),0.18,0.0,0.0,0.03,0,546,15 Aug 52.00 (MSFT1528T52-E),0.0,0.0,5.80,6.10,0,0,
15 Aug 52.00 (MSFT1528H52-I),0.02,0.0,0.0,0.03,0,546,15 Aug 52.00 (MSFT1528T52-I),0.0,0.0,5.80,6.10,0,0,
15 Aug 52.00 (MSFT1528H52-J),0.0,0.0,0.0,0.03,0,546,15 Aug 52.00 (MSFT1528T52-J),0.0,0.0,5.80,6.05,0,0,
15 Aug 52.00 (MSFT1528H52-O),0.02,0.0,0.01,0.03,0,546,15 Aug 52.00 (MSFT1528T52-O),0.0,0.0,5.80,6.10,0,0,
15 Aug 52.00 (MSFT1528H52-P),0.11,0.0,0.0,0.03,0,546,15 Aug 52.00 (MSFT1528T52-P),0.0,0.0,0.0,0.0,0,0,
15 Aug 52.00 (MSFT1528H52-S),0.02,0.0,0.0,0.03,0,546,15 Aug 52.00 (MSFT1528T52-S),0.0,0.0,5.80,6.10,0,0,
15 Aug 52.00 (MSFT1528H52-X),0.19,0.0,0.0,0.03,0,546,15 Aug 52.00 (MSFT1528T52-X),0.0,0.0,5.80,6.10,0,0,
15 Aug 52.00 (MSFT1528H52-Y),0.0,0.0,0.0,0.03,0,546,15 Aug 52.00 (MSFT1528T52-Y),0.0,0.0,5.80,6.05,0,0,
15 Aug 52.50 (MSFT1528H52.5),0.09,0.0,0.0,0.03,0,459,15 Aug 52.50 (MSFT1528T52.5),0.0,0.0,5.80,6.60,0,0,
15 Aug 52.50 (MSFT1528H52.5-4),0.09,0.0,0.0,0.03,0,459,15 Aug 52.50 (MSFT1528T52.5-4),0.0,0.0,5.80,6.60,0,0,
15 Aug 52.50 (MSFT1528H52.5-8),0.09,0.0,0.0,0.03,0,459,15 Aug 52.50 (MSFT1528T52.5-8),0.0,0.0,5.80,6.60,0,0,
15 Aug 52.50 (MSFT1528H52.5-A),0.09,0.0,0.0,0.0,0,459,15 Aug 52.50 (MSFT1528T52.5-A),0.0,0.0,0.0,0.0,0,0,
15 Aug 52.50 (MSFT1528H52.5-B),0.09,0.0,0.0,0.03,0,459,15 Aug 52.50 (MSFT1528T52.5-B),0.0,0.0,5.80,6.55,0,0,
15 Aug 52.50 (MSFT1528H52.5-E),0.0,0.0,0.0,0.03,0,459,15 Aug 52.50 (MSFT1528T52.5-E),0.0,0.0,5.80,6.60,0,0,
15 Aug 52.50 (MSFT1528H52.5-I),0.09,0.0,0.0,0.03,0,459,15 Aug 52.50 (MSFT1528T52.5-I),0.0,0.0,5.80,6.65,0,0,
15 Aug 52.50 (MSFT1528H52.5-J),0.09,0.0,0.0,0.03,0,459,15 Aug 52.50 (MSFT1528T52.5-J),0.0,0.0,5.80,6.60,0,0,
15 Aug 52.50 (MSFT1528H52.5-O),0.09,0.0,0.0,0.03,0,459,15 Aug 52.50 (MSFT1528T52.5-O),0.0,0.0,5.80,6.60,0,0,
15 Aug 52.50 (MSFT1528H52.5-P),0.09,0.0,0.0,0.0,0,459,15 Aug 52.50 (MSFT1528T52.5-P),0.0,0.0,0.0,0.0,0,0,
15 Aug 52.50 (MSFT1528H52.5-S),0.09,0.0,0.0,0.03,0,459,15 Aug 52.50 (MSFT1528T52.5-S),0.0,0.0,5.80,6.60,0,0,
15 Aug 52.50 (MSFT1528H52.5-X),0.09,0.0,0.0,0.03,0,459,15 Aug 52.50 (MSFT1528T52.5-X),0.0,0.0,5.55,6.70,0,0,
15 Aug 52.50 (MSFT1528H52.5-Y),0.0,0.0,0.0,0.03,0,459,15 Aug 52.50 (MSFT1528T52.5-Y),0.0,0.0,5.80,6.60,0,0,
