MSFT (MICROSOFT CORP),46.26,-1.07,
Aug 11 2015 @ 11:59 ET,Bid,46.25,Ask,46.26,Size,38x6,Vol,8739000,
Calls,Last Sale,Net,Bid,Ask,Vol,Open Int,Puts,Last Sale,Net,Bid,Ask,Vol,Open Int,
16 Jan 46.00 (MSFT1615A46),2.54,-0.51,2.50,2.55,70,11934,16 Jan 46.00 (MSFT1615M46),2.57,+0.33,2.73,2.77,37,5272,
16 Jan 46.00 (MSFT1615A46-4),2.61,-0.44,2.50,2.55,12,11934,16 Jan 46.00 (MSFT1615M46-4),2.24,0.0,2.73,2.77,0,5272,
16 Jan 46.00 (MSFT1615A46-8),2.69,+0.04,2.50,2.55,2,11934,16 Jan 46.00 (MSFT1615M46-8),2.24,0.0,2.73,2.77,0,5272,
16 Jan 46.00 (MSFT1615A46-A),2.76,0.0,2.50,2.55,0,11934,16 Jan 46.00 (MSFT1615M46-A),2.57,+0.33,2.73,2.77,37,5272,
16 Jan 46.00 (MSFT1615A46-B),2.70,-0.45,2.50,2.55,1,11934,16 Jan 46.00 (MSFT1615M46-B),2.71,0.0,2.73,2.77,0,5272,
16 Jan 46.00 (MSFT1615A46-E),2.61,-0.04,2.50,2.55,6,11934,16 Jan 46.00 (MSFT1615M46-E),2.24,0.0,2.73,2.77,0,5272,
16 Jan 46.00 (MSFT1615A46-I),2.54,-0.19,2.50,2.55,38,11934,16 Jan 46.00 (MSFT1615M46-I),2.24,0.0,2.73,2.77,0,5272,
16 Jan 46.00 (MSFT1615A46-J),3.05,0.0,2.50,2.55,0,11934,16 Jan 46.00 (MSFT1615M46-J),1.97,0.0,2.73,2.77,0,5272,
16 Jan 46.00 (MSFT1615A46-O),2.69,+0.06,2.50,2.55,1,11934,16 Jan 46.00 (MSFT1615M46-O),2.24,0.0,2.73,2.77,0,5272,
16 Jan 46.00 (MSFT1615A46-P),2.86,+0.11,2.50,2.55,8,11934,16 Jan 46.00 (MSFT1615M46-P),2.63,0.0,2.73,2.77,0,5272,
16 Jan 46.00 (MSFT1615A46-S),2.69,-0.41,2.50,2.55,2,11934,16 Jan 46.00 (MSFT1615M46-S),2.67,0.0,2.73,2.77,0,5272,
16 Jan 46.00 (MSFT1615A46-X),3.05,0.0,2.50,2.55,0,11934,16 Jan 46.00 (MSFT1615M46-X),2.60,0.0,2.73,2.77,0,5272,
16 Jan 46.00 (MSFT1615A46-Y),2.61,0.0,2.50,2.55,0,11934,16 Jan 46.00 (MSFT1615M46-Y),2.00,0.0,2.73,2.77,0,5272,
16 Jan 46.25 (MSFT1615A46.25),0.0,0.0,0.0,0.0,0,0,16 Jan 46.25 (MSFT1615M46.25),0.0,0.0,0.0,0.0,0,0,
16 Jan 46.25 (MSFT1615A46.25-4),0.0,0.0,0.0,0.0,0,0,16 Jan 46.25 (MSFT1615M46.25-4),0.0,0.0,0.0,0.0,0,0,
16 Jan 46.25 (MSFT1615A46.25-8),0.0,0.0,0.0,0.0,0,0,16 Jan 46.25 (MSFT1615M46.25-8),0.0,0.0,0.0,0.0,0,0,
16 Jan 46.25 (MSFT1615A46.25-A),0.0,0.0,0.0,0.0,0,0,16 Jan 46.25 (MSFT1615M46.25-A),0.0,0.0,0.0,0.0,0,0,
16 Jan 46.25 (MSFT1615A46.25-B),0.0,0.0,0.0,0.0,0,0,16 Jan 46.25 (MSFT1615M46.25-B),0.0,0.0,0.0,0.0,0,0,
16 Jan 46.25 (MSFT1615A46.25-E),0.0,0.0,0.0,0.0,0,0,16 Jan 46.25 (MSFT1615M46.25-E),0.0,0.0,0.0,0.0,0,0,
16 Jan 46.25 (MSFT1615A46.25-I),0.0,0.0,0.0,0.0,0,0,16 Jan 46.25 (MSFT1615M46.25-I),0.0,0.0,0.0,0.0,0,0,
16 Jan 46.25 (MSFT1615A46.25-J),0.0,0.0,0.0,0.0,0,0,16 Jan 46.25 (MSFT1615M46.25-J),0.0,0.0,0.0,0.0,0,0,
16 Jan 46.25 (MSFT1615A46.25-O),0.0,0.0,0.0,0.0,0,0,16 Jan 46.25 (MSFT1615M46.25-O),0.0,0.0,0.0,0.0,0,0,
16 Jan 46.25 (MSFT1615A46.25-P),0.0,0.0,0.0,0.0,0,0,16 Jan 46.25 (MSFT1615M46.25-P),0.0,0.0,0.0,0.0,0,0,
16 Jan 46.25 (MSFT1615A46.25-S),0.0,0.0,0.0,0.0,0,0,16 Jan 46.25 (MSFT1615M46.25-S),0.0,0.0,0.0,0.0,0,0,
16 Jan 46.25 (MSFT1615A46.25-X),0.0,0.0,0.0,0.0,0,0,16 Jan 46.25 (MSFT1615M46.25-X),0.0,0.0,0.0,0.0,0,0,
16 Jan 46.25 (MSFT1615A46.25-Y),0.0,0.0,0.0,0.0,0,0,16 Jan 46.25 (MSFT1615M46.25-Y),0.0,0.0,0.0,0.0,0,0,
16 Jan 47.00 (MSFT1615A47),2.08,-0.44,2.05,2.07,344,39001,16 Jan 47.00 (MSFT1615M47),3.10,+0.35,3.25,3.35,12,17489,
16 Jan 47.00 (MSFT1615A47-4),2.08,-0.46,2.04,2.07,10,39001,16 Jan 47.00 (MSFT1615M47-4),3.10,+0.75,3.25,3.35,4,17489,
16 Jan 47.00 (MSFT1615A47-8),2.08,-0.22,2.04,2.07,35,39001,16 Jan 47.00 (MSFT1615M47-8),2.73,0.0,3.25,3.35,0,17489,
16 Jan 47.00 (MSFT1615A47-A),2.35,+0.22,2.04,2.08,1,39001,16 Jan 47.00 (MSFT1615M47-A),3.10,+0.35,3.25,3.35,3,17489,
16 Jan 47.00 (MSFT1615A47-B),2.20,0.0,2.04,2.07,0,39001,16 Jan 47.00 (MSFT1615M47-B),2.73,0.0,3.25,3.35,0,17489,
16 Jan 47.00 (MSFT1615A47-E),2.08,-0.11,2.04,2.07,24,39001,16 Jan 47.00 (MSFT1615M47-E),3.10,+0.37,3.25,3.35,1,17489,
16 Jan 47.00 (MSFT1615A47-I),2.08,-0.44,2.05,2.07,175,39001,16 Jan 47.00 (MSFT1615M47-I),3.10,+0.39,3.25,3.35,2,17489,
16 Jan 47.00 (MSFT1615A47-J),2.31,0.0,2.04,2.07,0,39001,16 Jan 47.00 (MSFT1615M47-J),3.30,0.0,3.25,3.35,0,17489,
16 Jan 47.00 (MSFT1615A47-O),2.08,-0.45,2.05,2.07,50,39001,16 Jan 47.00 (MSFT1615M47-O),2.73,0.0,3.25,3.35,0,17489,
16 Jan 47.00 (MSFT1615A47-P),2.24,-0.32,2.05,2.07,37,39001,16 Jan 47.00 (MSFT1615M47-P),3.10,+0.37,3.25,3.35,2,17489,
16 Jan 47.00 (MSFT1615A47-S),2.08,-0.08,2.04,2.08,8,39001,16 Jan 47.00 (MSFT1615M47-S),2.71,0.0,3.25,3.35,0,17489,
16 Jan 47.00 (MSFT1615A47-X),2.54,0.0,2.04,2.08,0,39001,16 Jan 47.00 (MSFT1615M47-X),2.75,0.0,3.25,3.35,0,17489,
16 Jan 47.00 (MSFT1615A47-Y),2.24,-0.37,2.04,2.07,4,39001,16 Jan 47.00 (MSFT1615M47-Y),3.27,0.0,3.25,3.35,0,17489,
16 Jan 48.00 (MSFT1615A48),1.66,-0.37,1.63,1.67,151,11578,16 Jan 48.00 (MSFT1615M48),3.85,0.0,3.85,3.95,0,15264,
16 Jan 48.00 (MSFT1615A48-4),1.67,-0.41,1.63,1.67,21,11578,16 Jan 48.00 (MSFT1615M48-4),3.90,0.0,3.85,3.95,0,15264,
16 Jan 48.00 (MSFT1615A48-8),1.73,0.0,1.63,1.67,0,11578,16 Jan 48.00 (MSFT1615M48-8),3.85,0.0,3.85,3.95,0,15264,
16 Jan 48.00 (MSFT1615A48-A),1.70,-0.03,1.63,1.67,10,11578,16 Jan 48.00 (MSFT1615M48-A),3.10,0.0,3.85,3.95,0,15264,
16 Jan 48.00 (MSFT1615A48-B),2.15,0.0,1.63,1.67,0,11578,16 Jan 48.00 (MSFT1615M48-B),3.00,0.0,3.85,3.95,0,15264,
16 Jan 48.00 (MSFT1615A48-E),1.66,-0.47,1.63,1.67,66,11578,16 Jan 48.00 (MSFT1615M48-E),2.94,0.0,3.85,3.95,0,15264,
16 Jan 48.00 (MSFT1615A48-I),1.77,0.0,1.63,1.67,0,11578,16 Jan 48.00 (MSFT1615M48-I),3.85,0.0,3.85,3.95,0,15264,
16 Jan 48.00 (MSFT1615A48-J),1.73,0.0,1.63,1.67,0,11578,16 Jan 48.00 (MSFT1615M48-J),4.05,0.0,3.85,3.95,0,15264,
16 Jan 48.00 (MSFT1615A48-O),1.71,-0.41,1.63,1.67,1,11578,16 Jan 48.00 (MSFT1615M48-O),3.90,0.0,3.85,3.95,0,15264,
16 Jan 48.00 (MSFT1615A48-P),1.66,-0.39,1.63,1.67,52,11578,16 Jan 48.00 (MSFT1615M48-P),3.70,0.0,3.85,3.95,0,15264,
16 Jan 48.00 (MSFT1615A48-S),1.71,-0.03,1.63,1.67,1,11578,16 Jan 48.00 (MSFT1615M48-S),3.85,0.0,3.85,3.95,0,15264,
16 Jan 48.00 (MSFT1615A48-X),2.03,0.0,1.63,1.67,0,11578,16 Jan 48.00 (MSFT1615M48-X),2.81,0.0,3.85,3.95,0,15264,
16 Jan 48.00 (MSFT1615A48-Y),2.02,0.0,1.63,1.67,0,11578,16 Jan 48.00 (MSFT1615M48-Y),4.45,0.0,3.85,3.95,0,15264,
16 Jan 49.00 (MSFT1615A49),1.35,-0.30,1.29,1.33,55,4025,16 Jan 49.00 (MSFT1615M49),4.25,-0.25,4.50,4.60,1,1992,
16 Jan 49.00 (MSFT1615A49-4),1.35,-0.20,1.29,1.33,1,4025,16 Jan 49.00 (MSFT1615M49-4),4.35,0.0,4.50,4.60,0,1992,
16 Jan 49.00 (MSFT1615A49-8),1.35,-0.31,1.29,1.33,2,4025,16 Jan 49.00 (MSFT1615M49-8),4.40,0.0,4.50,4.60,0,1992,
16 Jan 49.00 (MSFT1615A49-A),1.39,0.0,1.29,1.33,0,4025,16 Jan 49.00 (MSFT1615M49-A),4.40,0.0,4.50,4.60,0,1992,
16 Jan 49.00 (MSFT1615A49-B),1.35,-0.31,1.29,1.33,4,4025,16 Jan 49.00 (MSFT1615M49-B),4.40,0.0,4.50,4.60,0,1992,
16 Jan 49.00 (MSFT1615A49-E),1.35,-0.04,1.29,1.33,2,4025,16 Jan 49.00 (MSFT1615M49-E),4.50,0.0,4.50,4.60,0,1992,
16 Jan 49.00 (MSFT1615A49-I),1.35,-0.30,1.29,1.33,2,4025,16 Jan 49.00 (MSFT1615M49-I),4.25,-0.16,4.50,4.60,1,1992,
16 Jan 49.00 (MSFT1615A49-J),1.47,0.0,1.29,1.33,0,4025,16 Jan 49.00 (MSFT1615M49-J),5.70,0.0,4.50,4.60,0,1992,
16 Jan 49.00 (MSFT1615A49-O),1.35,-0.04,1.29,1.33,21,4025,16 Jan 49.00 (MSFT1615M49-O),4.40,0.0,4.50,4.60,0,1992,
16 Jan 49.00 (MSFT1615A49-P),1.35,-0.05,1.29,1.33,22,4025,16 Jan 49.00 (MSFT1615M49-P),4.40,0.0,4.50,4.60,0,1992,
16 Jan 49.00 (MSFT1615A49-S),1.35,-0.35,1.29,1.33,1,4025,16 Jan 49.00 (MSFT1615M49-S),4.40,0.0,4.50,4.60,0,1992,
16 Jan 49.00 (MSFT1615A49-X),1.85,0.0,1.29,1.33,0,4025,16 Jan 49.00 (MSFT1615M49-X),4.40,0.0,4.50,4.60,0,1992,
16 Jan 49.00 (MSFT1615A49-Y),1.62,0.0,1.29,1.33,0,4025,16 Jan 49.00 (MSFT1615M49-Y),5.70,0.0,4.50,4.60,0,1992,
16 Jan 50.00 (MSFT1615A50),1.08,-0.21,1.01,1.04,2662,155930,16 Jan 50.00 (MSFT1615M50),5.20,+0.65,5.25,5.30,7,16360,
16 Jan 50.00 (MSFT1615A50-4),1.09,-0.22,1.01,1.04,120,155930,16 Jan 50.00 (MSFT1615M50-4),5.00,0.0,5.25,5.30,0,16360,
16 Jan 50.00 (MSFT1615A50-8),1.34,0.0,1.01,1.04,0,155930,16 Jan 50.00 (MSFT1615M50-8),5.60,0.0,5.25,5.30,0,16360,
16 Jan 50.00 (MSFT1615A50-A),1.11,-0.20,1.01,1.04,24,155930,16 Jan 50.00 (MSFT1615M50-A),5.00,0.0,5.25,5.30,0,16360,
16 Jan 50.00 (MSFT1615A50-B),1.28,0.0,1.01,1.04,0,155930,16 Jan 50.00 (MSFT1615M50-B),4.80,0.0,5.25,5.30,0,16360,
16 Jan 50.00 (MSFT1615A50-E),1.08,-0.22,1.01,1.04,11,155930,16 Jan 50.00 (MSFT1615M50-E),5.10,0.0,5.25,5.30,0,16360,
16 Jan 50.00 (MSFT1615A50-I),1.10,-0.22,1.01,1.04,5,155930,16 Jan 50.00 (MSFT1615M50-I),5.20,+0.65,5.25,5.30,2,16360,
16 Jan 50.00 (MSFT1615A50-J),1.28,0.0,1.01,1.04,0,155930,16 Jan 50.00 (MSFT1615M50-J),6.70,0.0,5.25,5.30,0,16360,
16 Jan 50.00 (MSFT1615A50-O),1.29,0.0,1.01,1.04,0,155930,16 Jan 50.00 (MSFT1615M50-O),4.95,0.0,5.25,5.30,0,16360,
16 Jan 50.00 (MSFT1615A50-P),1.30,0.0,1.01,1.04,0,155930,16 Jan 50.00 (MSFT1615M50-P),4.95,+0.40,5.25,5.35,5,16360,
16 Jan 50.00 (MSFT1615A50-S),1.46,0.0,1.01,1.04,0,155930,16 Jan 50.00 (MSFT1615M50-S),5.20,0.0,5.25,5.30,0,16360,
16 Jan 50.00 (MSFT1615A50-X),1.10,-0.25,1.01,1.04,2502,155930,16 Jan 50.00 (MSFT1615M50-X),5.24,0.0,5.25,5.30,0,16360,
16 Jan 50.00 (MSFT1615A50-Y),1.07,0.0,1.01,1.04,0,155930,16 Jan 50.00 (MSFT1615M50-Y),6.75,0.0,5.25,5.30,0,16360,
16 Jan 52.50 (MSFT1615A52.5),0.57,-0.11,0.52,0.54,213,58005,16 Jan 52.50 (MSFT1615M52.5),6.76,+0.01,7.15,7.35,4,11842,
16 Jan 52.50 (MSFT1615A52.5-4),0.60,-0.08,0.52,0.55,1,58005,16 Jan 52.50 (MSFT1615M52.5-4),6.75,0.0,7.15,7.35,0,11842,
16 Jan 52.50 (MSFT1615A52.5-8),0.80,0.0,0.52,0.55,0,58005,16 Jan 52.50 (MSFT1615M52.5-8),9.23,0.0,7.15,7.35,0,11842,
16 Jan 52.50 (MSFT1615A52.5-A),0.65,-0.02,0.52,0.55,3,58005,16 Jan 52.50 (MSFT1615M52.5-A),9.20,0.0,7.15,7.35,0,11842,
16 Jan 52.50 (MSFT1615A52.5-B),0.70,0.0,0.52,0.54,0,58005,16 Jan 52.50 (MSFT1615M52.5-B),7.00,-2.10,7.15,7.35,1,11842,
16 Jan 52.50 (MSFT1615A52.5-E),0.56,-0.13,0.52,0.55,196,58005,16 Jan 52.50 (MSFT1615M52.5-E),7.00,-2.16,7.15,7.35,1,11842,
16 Jan 52.50 (MSFT1615A52.5-I),0.57,-0.02,0.52,0.54,3,58005,16 Jan 52.50 (MSFT1615M52.5-I),6.76,-0.99,7.15,7.35,2,11842,
16 Jan 52.50 (MSFT1615A52.5-J),0.39,0.0,0.52,0.55,0,58005,16 Jan 52.50 (MSFT1615M52.5-J),6.73,0.0,7.15,7.35,0,11842,
16 Jan 52.50 (MSFT1615A52.5-O),0.59,-0.09,0.52,0.54,10,58005,16 Jan 52.50 (MSFT1615M52.5-O),7.25,0.0,7.15,7.35,0,11842,
16 Jan 52.50 (MSFT1615A52.5-P),0.59,0.0,0.52,0.54,0,58005,16 Jan 52.50 (MSFT1615M52.5-P),7.75,0.0,7.15,7.35,0,11842,
16 Jan 52.50 (MSFT1615A52.5-S),0.80,0.0,0.52,0.55,0,58005,16 Jan 52.50 (MSFT1615M52.5-S),6.60,0.0,7.15,7.35,0,11842,
16 Jan 52.50 (MSFT1615A52.5-X),0.72,0.0,0.52,0.55,0,58005,16 Jan 52.50 (MSFT1615M52.5-X),9.13,0.0,7.15,7.35,0,11842,
16 Jan 52.50 (MSFT1615A52.5-Y),0.80,0.0,0.52,0.55,0,58005,16 Jan 52.50 (MSFT1615M52.5-Y),9.21,0.0,7.15,7.30,0,11842,
16 Jan 55.00 (MSFT1615A55),0.32,-0.04,0.26,0.30,4,33142,16 Jan 55.00 (MSFT1615M55),10.77,0.0,9.10,9.60,0,3574,
16 Jan 55.00 (MSFT1615A55-4),0.31,0.0,0.26,0.30,0,33142,16 Jan 55.00 (MSFT1615M55-4),7.55,0.0,9.10,9.60,0,3574,
16 Jan 55.00 (MSFT1615A55-8),0.36,0.0,0.25,0.30,0,33142,16 Jan 55.00 (MSFT1615M55-8),10.77,0.0,9.10,9.60,0,3574,
16 Jan 55.00 (MSFT1615A55-A),0.32,0.0,0.25,0.30,0,33142,16 Jan 55.00 (MSFT1615M55-A),8.10,0.0,9.10,9.60,0,3574,
16 Jan 55.00 (MSFT1615A55-B),0.32,-0.02,0.26,0.30,4,33142,16 Jan 55.00 (MSFT1615M55-B),7.80,0.0,9.10,9.60,0,3574,
16 Jan 55.00 (MSFT1615A55-E),0.35,0.0,0.26,0.30,0,33142,16 Jan 55.00 (MSFT1615M55-E),9.15,0.0,9.10,9.60,0,3574,
16 Jan 55.00 (MSFT1615A55-I),0.35,0.0,0.26,0.30,0,33142,16 Jan 55.00 (MSFT1615M55-I),8.65,0.0,9.10,9.60,0,3574,
16 Jan 55.00 (MSFT1615A55-J),0.33,0.0,0.26,0.30,0,33142,16 Jan 55.00 (MSFT1615M55-J),8.80,0.0,9.10,9.55,0,3574,
16 Jan 55.00 (MSFT1615A55-O),0.37,0.0,0.26,0.30,0,33142,16 Jan 55.00 (MSFT1615M55-O),9.80,0.0,9.10,9.60,0,3574,
16 Jan 55.00 (MSFT1615A55-P),0.37,0.0,0.26,0.30,0,33142,16 Jan 55.00 (MSFT1615M55-P),8.10,0.0,9.10,9.65,0,3574,
16 Jan 55.00 (MSFT1615A55-S),0.45,0.0,0.26,0.30,0,33142,16 Jan 55.00 (MSFT1615M55-S),7.95,0.0,9.10,9.60,0,3574,
16 Jan 55.00 (MSFT1615A55-X),0.36,0.0,0.26,0.30,0,33142,16 Jan 55.00 (MSFT1615M55-X),9.00,0.0,9.10,9.60,0,3574,
16 Jan 55.00 (MSFT1615A55-Y),0.24,0.0,0.26,0.30,0,33142,16 Jan 55.00 (MSFT1615M55-Y),0.0,0.0,9.10,9.60,0,3574,
16 Jan 57.50 (MSFT1615A57.5),0.17,0.0,0.13,0.17,0,6929,16 Jan 57.50 (MSFT1615M57.5),11.25,0.0,10.75,12.15,0,277,
16 Jan 57.50 (MSFT1615A57.5-4),0.11,0.0,0.13,0.17,0,6929,16 Jan 57.50 (MSFT1615M57.5-4),11.10,0.0,10.75,12.15,0,277,
16 Jan 57.50 (MSFT1615A57.5-8),0.17,0.0,0.13,0.17,0,6929,16 Jan 57.50 (MSFT1615M57.5-8),14.02,0.0,10.75,12.15,0,277,
16 Jan 57.50 (MSFT1615A57.5-A),0.14,0.0,0.13,0.17,0,6929,16 Jan 57.50 (MSFT1615M57.5-A),11.10,0.0,10.75,12.15,0,277,
16 Jan 57.50 (MSFT1615A57.5-B),0.17,0.0,0.13,0.17,0,6929,16 Jan 57.50 (MSFT1615M57.5-B),12.55,0.0,10.50,12.40,0,277,
16 Jan 57.50 (MSFT1615A57.5-E),0.17,0.0,0.13,0.17,0,6929,16 Jan 57.50 (MSFT1615M57.5-E),12.05,0.0,10.75,12.15,0,277,
16 Jan 57.50 (MSFT1615A57.5-I),0.16,0.0,0.13,0.17,0,6929,16 Jan 57.50 (MSFT1615M57.5-I),11.00,0.0,10.75,12.15,0,277,
16 Jan 57.50 (MSFT1615A57.5-J),0.34,0.0,0.13,0.17,0,6929,16 Jan 57.50 (MSFT1615M57.5-J),0.0,0.0,10.75,12.15,0,277,
16 Jan 57.50 (MSFT1615A57.5-O),0.12,0.0,0.13,0.17,0,6929,16 Jan 57.50 (MSFT1615M57.5-O),11.25,0.0,10.75,12.15,0,277,
16 Jan 57.50 (MSFT1615A57.5-P),0.20,0.0,0.13,0.17,0,6929,16 Jan 57.50 (MSFT1615M57.5-P),17.80,0.0,10.75,12.15,0,277,
16 Jan 57.50 (MSFT1615A57.5-S),0.27,0.0,0.13,0.17,0,6929,16 Jan 57.50 (MSFT1615M57.5-S),0.0,0.0,10.75,12.15,0,277,
16 Jan 57.50 (MSFT1615A57.5-X),0.16,0.0,0.13,0.17,0,6929,16 Jan 57.50 (MSFT1615M57.5-X),10.80,0.0,10.75,12.15,0,277,
16 Jan 57.50 (MSFT1615A57.5-Y),0.49,0.0,0.13,0.17,0,6929,16 Jan 57.50 (MSFT1615M57.5-Y),0.0,0.0,10.75,12.15,0,277,
16 Jan 60.00 (MSFT1615A60),0.10,0.0,0.07,0.10,0,26401,16 Jan 60.00 (MSFT1615M60),15.08,0.0,13.65,14.60,0,10817,
16 Jan 60.00 (MSFT1615A60-4),0.10,0.0,0.07,0.10,0,26401,16 Jan 60.00 (MSFT1615M60-4),19.90,0.0,13.65,14.60,0,10817,
16 Jan 60.00 (MSFT1615A60-8),0.09,0.0,0.07,0.10,0,26401,16 Jan 60.00 (MSFT1615M60-8),14.24,0.0,13.65,14.60,0,10817,
16 Jan 60.00 (MSFT1615A60-A),0.09,0.0,0.07,0.10,0,26401,16 Jan 60.00 (MSFT1615M60-A),12.15,0.0,13.65,14.60,0,10817,
16 Jan 60.00 (MSFT1615A60-B),0.10,0.0,0.07,0.10,0,26401,16 Jan 60.00 (MSFT1615M60-B),12.15,0.0,13.40,14.85,0,10817,
16 Jan 60.00 (MSFT1615A60-E),0.10,0.0,0.07,0.10,0,26401,16 Jan 60.00 (MSFT1615M60-E),13.60,0.0,13.65,14.60,0,10817,
16 Jan 60.00 (MSFT1615A60-I),0.08,0.0,0.07,0.10,0,26401,16 Jan 60.00 (MSFT1615M60-I),14.65,0.0,13.65,14.60,0,10817,
16 Jan 60.00 (MSFT1615A60-J),0.28,0.0,0.07,0.10,0,26401,16 Jan 60.00 (MSFT1615M60-J),0.0,0.0,13.65,14.60,0,10817,
16 Jan 60.00 (MSFT1615A60-O),0.10,0.0,0.07,0.10,0,26401,16 Jan 60.00 (MSFT1615M60-O),13.60,0.0,13.65,14.60,0,10817,
16 Jan 60.00 (MSFT1615A60-P),0.08,0.0,0.07,0.10,0,26401,16 Jan 60.00 (MSFT1615M60-P),13.60,0.0,13.65,14.60,0,10817,
16 Jan 60.00 (MSFT1615A60-S),0.08,0.0,0.07,0.10,0,26401,16 Jan 60.00 (MSFT1615M60-S),13.60,0.0,13.65,14.60,0,10817,
16 Jan 60.00 (MSFT1615A60-X),0.09,0.0,0.07,0.10,0,26401,16 Jan 60.00 (MSFT1615M60-X),15.08,0.0,13.65,14.60,0,10817,
16 Jan 60.00 (MSFT1615A60-Y),0.35,0.0,0.07,0.10,0,26401,16 Jan 60.00 (MSFT1615M60-Y),0.0,0.0,13.65,14.60,0,10817,
16 Jan 65.00 (MSFT1615A65),0.04,0.0,0.01,0.05,0,4865,16 Jan 65.00 (MSFT1615M65),20.20,0.0,18.15,19.55,0,168,
16 Jan 65.00 (MSFT1615A65-4),0.04,0.0,0.01,0.05,0,4865,16 Jan 65.00 (MSFT1615M65-4),18.20,0.0,18.15,19.55,0,168,
16 Jan 65.00 (MSFT1615A65-8),0.04,0.0,0.01,0.05,0,4865,16 Jan 65.00 (MSFT1615M65-8),19.11,0.0,18.15,19.55,0,168,
16 Jan 65.00 (MSFT1615A65-A),0.15,0.0,0.01,0.05,0,4865,16 Jan 65.00 (MSFT1615M65-A),0.0,0.0,18.15,19.55,0,168,
16 Jan 65.00 (MSFT1615A65-B),0.04,0.0,0.01,0.05,0,4865,16 Jan 65.00 (MSFT1615M65-B),18.27,0.0,17.90,19.80,0,168,
16 Jan 65.00 (MSFT1615A65-E),0.04,0.0,0.01,0.05,0,4865,16 Jan 65.00 (MSFT1615M65-E),21.32,0.0,18.15,19.55,0,168,
16 Jan 65.00 (MSFT1615A65-I),0.02,0.0,0.01,0.05,0,4865,16 Jan 65.00 (MSFT1615M65-I),17.00,0.0,18.15,19.55,0,168,
16 Jan 65.00 (MSFT1615A65-J),0.39,0.0,0.01,0.05,0,4865,16 Jan 65.00 (MSFT1615M65-J),23.00,0.0,18.15,19.55,0,168,
16 Jan 65.00 (MSFT1615A65-O),0.03,0.0,0.01,0.05,0,4865,16 Jan 65.00 (MSFT1615M65-O),18.70,0.0,18.15,19.55,0,168,
16 Jan 65.00 (MSFT1615A65-P),0.11,0.0,0.01,0.05,0,4865,16 Jan 65.00 (MSFT1615M65-P),18.30,0.0,18.15,19.55,0,168,
16 Jan 65.00 (MSFT1615A65-S),0.04,0.0,0.01,0.05,0,4865,16 Jan 65.00 (MSFT1615M65-S),18.30,0.0,18.15,19.55,0,168,
16 Jan 65.00 (MSFT1615A65-X),0.04,0.0,0.01,0.05,0,4865,16 Jan 65.00 (MSFT1615M65-X),23.00,0.0,18.15,19.55,0,168,
16 Jan 65.00 (MSFT1615A65-Y),0.39,0.0,0.01,0.05,0,4865,16 Jan 65.00 (MSFT1615M65-Y),20.20,0.0,18.15,19.55,0,168,
16 Jan 70.00 (MSFT1615A70),0.02,0.0,0.0,0.03,0,185,16 Jan 70.00 (MSFT1615M70),0.0,0.0,22.20,25.50,0,0,
16 Jan 70.00 (MSFT1615A70-4),0.02,0.0,0.0,0.03,0,185,16 Jan 70.00 (MSFT1615M70-4),0.0,0.0,22.20,25.50,0,0,
16 Jan 70.00 (MSFT1615A70-8),0.0,0.0,0.0,0.03,0,185,16 Jan 70.00 (MSFT1615M70-8),0.0,0.0,21.95,25.75,0,0,
16 Jan 70.00 (MSFT1615A70-A),0.0,0.0,0.0,0.03,0,185,16 Jan 70.00 (MSFT1615M70-A),0.0,0.0,21.95,25.50,0,0,
16 Jan 70.00 (MSFT1615A70-B),0.0,0.0,0.0,0.03,0,185,16 Jan 70.00 (MSFT1615M70-B),0.0,0.0,22.20,25.75,0,0,
16 Jan 70.00 (MSFT1615A70-E),0.02,0.0,0.0,0.03,0,185,16 Jan 70.00 (MSFT1615M70-E),0.0,0.0,22.20,25.50,0,0,
16 Jan 70.00 (MSFT1615A70-I),0.05,0.0,0.0,0.03,0,185,16 Jan 70.00 (MSFT1615M70-I),0.0,0.0,21.80,26.20,0,0,
16 Jan 70.00 (MSFT1615A70-J),0.0,0.0,0.0,0.03,0,185,16 Jan 70.00 (MSFT1615M70-J),0.0,0.0,22.20,25.50,0,0,
16 Jan 70.00 (MSFT1615A70-O),0.0,0.0,0.0,0.03,0,185,16 Jan 70.00 (MSFT1615M70-O),0.0,0.0,22.20,25.50,0,0,
16 Jan 70.00 (MSFT1615A70-P),0.0,0.0,0.0,0.03,0,185,16 Jan 70.00 (MSFT1615M70-P),0.0,0.0,22.05,25.50,0,0,
16 Jan 70.00 (MSFT1615A70-S),0.0,0.0,0.0,0.03,0,185,16 Jan 70.00 (MSFT1615M70-S),0.0,0.0,22.15,25.50,0,0,
16 Jan 70.00 (MSFT1615A70-X),0.0,0.0,0.0,0.03,0,185,16 Jan 70.00 (MSFT1615M70-X),0.0,0.0,22.15,25.75,0,0,
16 Jan 70.00 (MSFT1615A70-Y),0.0,0.0,0.0,0.03,0,185,16 Jan 70.00 (MSFT1615M70-Y),0.0,0.0,22.20,25.50,0,0,
16 Apr 25.00 (MSFT1615D25),0.0,0.0,20.05,21.65,0,0,16 Apr 25.00 (MSFT1615P25),0.10,0.0,0.07,0.12,0,42,
16 Apr 25.00 (MSFT1615D25-4),0.0,0.0,20.05,21.65,0,0,16 Apr 25.00 (MSFT1615P25-4),0.16,0.0,0.07,0.12,0,42,
